customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,gender_encoded
C1014,42.0,Female,East,Post-Graduate,Self-Employed,237629.8,74383.1,Home,572.010384,0,137,75.03,2020-06-14,0,0
C1015,22.0,Female,East,Post-Graduate,Salaried,316914.61,130110.33,Home,645.3531688,3,128,47.45,2020-08-10,1,0
C1016,44.0,Male,South,Post-Graduate,Salaried,421918.1,319947.9,Home,672.753448,6,36,50.34,2023-09-01,0,1
C1017,50.0,Male,East,Secondary,Unemployed,217143.78,147615.87,Education,553.3715024,4,10,61.53,2024-10-01,1,1
C1018,58.0,Female,East,Secondary,Salaried,553048.91,254226.04,Education,587.2439128,2,98,90.35,2018-04-19,0,0
C1019,22.0,Male,South,Secondary,Salaried,1062412.54,526793.04,Business,655.9930032,5,30,74.3,2024-04-17,0,1
C1020,41.0,Female,East,Graduate,Salaried,973282.54,349764.34,Business,690.8626032,7,41,61.32,2020-03-25,0,0
C1021,53.0,Male,South,Graduate,Salaried,734389.18,457239.35,Business,642.7511344,2,17,77.78,2024-02-11,0,1
C1022,32.0,Female,West,Graduate,Salaried,1203457.09,6465337.44,Home,900.0,3,97,47.82,2022-09-15,0,0
C1023,42.0,Male,West,Post-Graduate,Self-Employed,1203457.09,567721.74,Other,731.2810224,3,29,74.79,2020-06-21,0,1
C1024,45.0,Female,West,Post-Graduate,Salaried,777722.54,175059.88,Education,708.2178032,2,145,50.8,2023-01-14,1,0
C1025,47.0,Male,East,Post-Graduate,Salaried,813498.72,467219.46,Business,705.0798976,5,24,40.97,2024-08-10,1,1
C1026,48.0,Male,North,Graduate,Self-Employed,221592.84,119107.76,Other,643.7274272,7,76,65.73,2021-02-13,1,1
C1027,36.0,Male,North,Graduate,Salaried,1017694.5,449086.9,Business,640.0686486114522,6,119,71.52,2018-01-27,1,1
C1028,35.0,Female,East,Graduate,Unemployed,608756.45,356936.04,Business,664.700516,1,131,54.45,2019-10-16,1,0
C1029,40.31739130434783,Female,North,Secondary,Unemployed,467950.88,248186.16,Other,666.4360704,6,30,62.41,2022-09-28,1,0
C1030,57.0,Male,South,Secondary,Salaried,408316.97,143053.42,Business,646.6653576,1,58,72.05,2021-10-25,1,1
C1031,27.0,Male,North,Graduate,Self-Employed,361592.26,158607.88,Home,593.9273808,7,143,77.58,2021-02-12,0,1
C1032,41.0,Male,East,Graduate,Salaried,976009.19,445907.51,Home,674.0807351999999,4,129,87.17,2019-09-29,1,1
C1033,29.0,Female,East,Post-Graduate,Unemployed,481375.35,350512.88,Home,614.510028,6,15,46.59,2020-05-31,1,0
C1034,59.0,Female,South,Secondary,Salaried,369009.18,1719307.86,Car,584.5207344,7,31,91.36,2021-10-10,0,0
C1035,40.31739130434783,Male,West,Graduate,Unemployed,638431.4485222222,469758.38,Business,603.0745158817778,2,98,67.8,2019-02-23,0,1
C1036,24.0,Male,East,Graduate,Self-Employed,537040.79,339144.92,Car,598.9632632,2,87,79.08,2019-01-15,0,1
C1037,45.0,Male,South,Graduate,Salaried,401199.73,221059.3,Education,574.0959784,5,38,72.48,2022-04-06,1,1
C1038,34.0,Male,North,Graduate,Salaried,353887.54,217130.17,Other,562.3110032,2,42,35.42,2019-02-01,1,1
C1039,29.0,Male,North,Graduate,Unemployed,228619.47,174543.09,Education,597.2895576,5,91,25.36,2022-01-10,0,1
C1040,46.0,Other,South,Graduate,Unemployed,828727.4,290053.96,Car,640.0686486114522,7,69,74.47,2021-11-09,0,2
C1041,22.0,Male,South,Graduate,Salaried,453199.27,236149.59,Home,667.2559416,2,135,58.33,2024-10-08,0,1
C1042,40.0,Female,East,Secondary,Self-Employed,269175.47,165210.43,Business,566.5340376,3,146,72.67,2020-12-19,0,0
C1043,48.0,Male,North,Secondary,Salaried,421181.92,255888.32,Business,586.6945536,0,56,55.76,2018-06-27,0,1
C1044,27.0,Male,South,Graduate,Salaried,661339.52,232373.13,Home,699.9071616,7,34,43.42,2023-02-25,0,1
C1045,28.0,Female,North,Post-Graduate,Salaried,496760.09,274230.9,Business,672.7408072,2,117,41.38,2024-01-06,1,0
C1046,55.0,Female,South,Graduate,Salaried,543098.81,367975.45,Other,643.4479048000001,0,147,74.79,2019-05-27,0,0
C1047,34.0,Other,North,Graduate,Self-Employed,500519.35,242775.6,Other,623.041548,1,146,40.76,2022-03-31,0,2
C1048,37.0,Male,West,Graduate,Salaried,638431.4485222222,431566.15,Other,682.0745158817778,4,12,73.6,2018-11-19,1,1
C1049,56.0,Male,East,Post-Graduate,Self-Employed,823797.23,342641.62,Education,707.9037784,6,76,48.8,2024-03-11,0,1
C1050,24.0,Female,North,Post-Graduate,Salaried,209457.99,145845.47,Home,586.2866624,6,36,77.82,2021-04-15,0,0
C1051,22.0,Male,West,Graduate,Salaried,630233.15,327946.27,Other,675.418652,7,99,30.71,2025-01-18,0,1
C1052,26.0,Male,North,Graduate,Salaried,685952.74,382465.83,Car,603.8762192,1,45,35.37,2024-12-08,0,1
C1053,24.0,Male,North,Post-Graduate,Salaried,433256.83,94803.93,Other,640.0686486114522,2,79,71.44,2022-01-21,1,1
C1054,49.0,Male,West,Graduate,Salaried,593850.21,179438.66,Education,630.5080168,6,49,62.02,2024-06-22,1,1
C1055,38.0,Female,North,Graduate,Salaried,419817.55,243393.56,Car,643.585404,5,17,35.29,2020-02-27,0,0
C1056,46.0,Male,North,Secondary,Self-Employed,597806.48,270162.03,Home,640.0686486114522,1,23,87.71,2018-10-12,0,1
C1057,54.0,Male,East,Post-Graduate,Salaried,844168.5,426219.22,Home,673.53348,3,57,40.7,2018-07-07,0,1
C1058,30.0,Male,West,Post-Graduate,Salaried,316263.33,75201.99,Other,635.3010664,0,141,51.58,2020-07-22,0,1
C1059,56.0,Male,West,Secondary,Salaried,708340.84,496179.4,Car,640.0686486114522,5,7,35.17,2021-03-31,1,1
C1060,34.0,Male,South,Graduate,Salaried,1203457.09,831835.99,Car,640.0686486114522,6,100,49.1,2018-11-23,0,1
C1061,51.0,Male,North,Graduate,Unemployed,565525.63,175998.58,Other,677.2420504,5,140,56.87,2020-08-11,0,1
C1062,35.0,Male,East,Secondary,Salaried,370753.49,215258.59,Other,666.6602792,2,18,42.14,2019-02-18,1,1
C1063,28.0,Male,North,Post-Graduate,Salaried,1203457.09,1173084.16,Business,765.815064,3,124,77.68,2022-04-06,1,1
C1064,34.0,Male,North,Secondary,Salaried,513388.65,300082.07,Business,677.071092,0,135,49.54,2021-02-12,0,1
C1065,43.0,Male,South,Secondary,Unemployed,638431.4485222222,246587.03,Other,699.0745158817778,3,17,74.71,2023-02-01,1,1
C1066,40.31739130434783,Female,North,Graduate,Salaried,561746.42,333490.14,Education,658.9397136,1,76,35.53,2022-02-03,0,0
C1067,36.0,Female,East,Graduate,Salaried,625511.4,204090.01,Business,584.040912,2,150,48.28,2019-10-29,0,0
C1068,38.0,Male,East,Secondary,Salaried,405801.25,158649.22,Other,569.4641,5,86,20.6,2022-02-25,0,1
C1069,44.0,Male,South,Graduate,Salaried,542799.33,186745.65,Car,648.4239464,5,61,76.9,2021-12-26,0,1
C1070,46.0,Male,North,Graduate,Salaried,825464.11,440925.83,Business,701.0371288,1,11,66.94,2020-05-08,0,1
C1071,45.0,Female,East,Secondary,Self-Employed,638431.4485222222,169143.47,Education,688.0745158817778,5,116,81.34,2020-12-29,0,0
C1072,49.0,Other,North,Secondary,Salaried,388094.18,294946.23,Home,673.0475344,4,52,54.17,2018-10-20,0,2
C1073,35.0,Female,North,Graduate,Self-Employed,416379.98,166596.72,Car,573.3103983999999,2,84,79.98,2024-10-31,0,0
C1074,21.0,Male,North,Graduate,Salaried,638431.4485222222,211564.74,Education,695.0745158817778,1,123,68.57,2025-02-13,0,1
C1075,45.0,Female,South,Post-Graduate,Salaried,335856.17,167232.83,Education,663.8684936,2,124,20.27,2019-12-02,0,0
C1076,27.0,Male,North,Post-Graduate,Unemployed,328414.25,120264.87,Education,671.27314,0,64,39.03,2023-12-28,0,1
C1077,29.0,Male,East,Post-Graduate,Salaried,488801.92,254637.67,Car,605.1041536,2,37,57.04,2020-09-29,0,1
C1078,44.0,Male,North,Graduate,Self-Employed,774428.11,316822.79,Education,697.9542488,2,119,66.4,2019-11-01,0,1
C1079,21.0,Other,East,Post-Graduate,Salaried,1087663.91,303719.36,Home,686.0131128,0,132,24.92,2023-03-09,1,2
C1080,28.0,Male,North,Graduate,Salaried,638431.4485222222,229539.82,Business,630.0745158817778,1,7,72.88,2022-04-04,0,1
C1081,44.0,Female,East,Graduate,Unemployed,628479.3,291026.08,Car,667.2783440000001,2,8,60.77,2021-01-10,0,0
C1082,31.0,Male,East,Secondary,Salaried,558978.67,121955.69,Education,640.0686486114522,3,104,59.43,2024-03-31,0,1
C1083,37.0,Male,North,Secondary,Unemployed,209457.99,102406.05,Other,662.3681504,2,8,41.9,2020-06-18,1,1
C1084,28.0,Male,North,Graduate,Salaried,260058.01,149037.88,Business,575.8046408,1,46,64.61,2021-08-21,1,1
C1085,55.0,Male,East,Graduate,Unemployed,743181.34,416787.81,Car,597.4545072,7,13,22.06,2018-08-18,0,1
C1086,55.0,Male,West,Secondary,Salaried,784002.0,413662.94,Other,598.72016,5,55,24.85,2020-07-27,0,1
C1087,53.0,Male,South,Graduate,Salaried,774199.15,429051.8,Other,643.935932,6,149,75.04,2018-05-12,0,1
C1088,25.0,Female,West,Graduate,Self-Employed,443389.28,337326.65,Education,592.4711424,0,149,44.14,2021-07-16,1,0
C1089,59.0,Female,West,Graduate,Unemployed,209457.99,33482.76,Car,578.0574272,5,101,46.02,2022-07-02,0,0
C1090,48.0,Female,North,Graduate,Unemployed,638431.4485222222,145996.39,Education,682.0745158817778,1,24,35.63,2021-01-01,1,0
C1091,27.0,Male,South,Post-Graduate,Self-Employed,302087.11,95126.04,Home,595.1669688,4,146,53.42,2018-09-29,0,1
C1092,29.0,Male,West,Post-Graduate,Unemployed,690949.98,207548.13,Other,699.2759984,6,26,23.9,2020-05-14,0,1
C1093,28.0,Male,North,Graduate,Salaried,401694.01,124009.64,Home,640.0686486114522,5,31,42.53,2024-05-12,1,1
C1094,32.0,Other,West,Graduate,Salaried,1203457.09,747252.18,Education,700.110596,2,47,59.53,2021-07-12,1,2
C1095,54.0,Female,West,Graduate,Salaried,1096025.58,521368.39,Business,640.0686486114522,6,135,54.92,2020-05-20,0,0
C1096,40.31739130434783,Male,North,Post-Graduate,Salaried,1203457.09,975988.09,Other,747.2043216,2,98,94.98,2023-08-07,0,1
C1097,43.0,Female,North,Graduate,Salaried,295350.44,99276.6,Business,627.6280352,0,12,49.16,2022-06-09,0,0
C1098,44.0,Male,North,Secondary,Salaried,640490.88,247548.48,Car,640.0686486114522,2,90,49.02,2023-02-23,0,1
C1099,57.0,Female,South,Secondary,Salaried,376006.52,297249.86,Other,650.0805216,6,93,57.77,2019-08-09,0,0
C1100,40.31739130434783,Male,West,Graduate,Self-Employed,585563.26,409340.86,Home,647.8450608,3,142,34.27,2020-12-20,0,1
C1101,42.0,Female,North,Graduate,Salaried,313925.96,151274.49,Business,615.1140768,3,117,85.72,2019-07-26,0,0
C1102,47.0,Male,East,Post-Graduate,Salaried,959709.59,511293.09,Car,686.7767672,7,25,62.92,2020-10-07,0,1
C1103,40.31739130434783,Female,West,Secondary,Salaried,317168.24,223891.2,Other,662.3734592,5,13,34.41,2024-04-18,0,0
C1104,21.0,Female,East,Graduate,Self-Employed,209457.99,81861.42,Car,659.4037512,1,40,79.51,2024-01-17,0,0
C1105,55.0,Female,South,Post-Graduate,Self-Employed,1203457.09,484259.57,Home,695.7127984,7,40,22.57,2020-12-12,0,0
C1106,57.0,Male,North,Post-Graduate,Self-Employed,623667.82,434738.08,Other,596.8934256,0,77,93.69,2024-07-22,0,1
C1107,34.0,Male,East,Graduate,Salaried,271571.38,141940.45,Car,667.7257104,4,5,84.89,2022-10-21,0,1
C1108,23.0,Male,South,Graduate,Salaried,447195.39,130503.04,Education,622.7756312,7,73,63.47,2024-07-18,0,1
C1109,40.31739130434783,Male,North,Graduate,Salaried,356015.16,179200.76,Other,650.4812128,5,41,28.35,2022-06-24,0,1
C1110,25.0,Male,East,Post-Graduate,Salaried,490488.84,219700.76,Other,615.2391072,1,76,36.15,2022-01-22,0,1
C1111,40.31739130434783,Female,East,Secondary,Salaried,760346.45,552091.75,Other,706.827716,0,111,40.96,2020-06-17,0,0
C1112,34.0,Male,South,Post-Graduate,Salaried,697444.7,192238.96,Other,593.795576,6,100,38.08,2019-07-21,0,1
C1113,59.0,Male,North,Graduate,Salaried,562165.16,407640.51,Education,577.9732128,0,145,57.31,2023-09-19,0,1
C1114,47.0,Male,North,Graduate,Unemployed,490357.12,248771.22,Home,640.0686486114522,6,88,90.84,2023-07-15,1,1
C1115,29.0,Male,East,Secondary,Unemployed,884934.51,391688.53,Education,685.7947608,5,47,53.31,2019-01-08,1,1
C1116,35.0,Female,East,Graduate,Salaried,209457.99,50391.7,Education,585.5652864,1,41,69.62,2018-07-12,0,0
C1117,35.0,Male,East,Graduate,Salaried,638431.4485222222,396140.83,Car,683.0745158817778,7,29,71.64,2019-03-26,0,1
C1118,46.0,Female,North,Secondary,Salaried,285425.25,215805.47,Business,640.0686486114522,1,77,85.37,2019-09-19,0,0
C1119,33.0,Male,South,Graduate,Salaried,850382.71,361605.19,Business,697.0306168,2,46,22.54,2025-01-14,0,1
C1120,52.0,Other,South,Post-Graduate,Unemployed,325624.14,561621.85,Car,643.0499312,4,6,50.32,2019-10-18,0,2
C1121,59.0,Female,North,Graduate,Salaried,638431.4485222222,340232.98,Education,646.0745158817778,3,140,78.86,2022-09-26,0,0
C1122,52.0,Male,West,Graduate,Self-Employed,661410.63,448245.64,Car,686.9128504,2,100,81.12,2024-09-08,0,1
C1123,24.0,Female,South,Secondary,Salaried,296614.57,59993.45,Other,598.7291656,0,65,89.55,2018-09-18,1,0
C1124,50.0,Male,East,Graduate,Salaried,403164.7,233362.4,Car,594.253176,4,18,72.71,2022-04-26,0,1
C1125,57.0,Female,West,Secondary,Salaried,1203457.09,1010616.21,Car,739.9146896,4,117,38.39,2022-04-13,0,0
C1126,43.0,Male,West,Graduate,Self-Employed,638431.4485222222,249557.31,Other,685.0745158817778,1,81,57.92,2024-09-06,1,1
C1127,59.0,Female,South,Post-Graduate,Salaried,435359.61,204990.73,Business,611.8287688,4,25,22.43,2023-04-02,0,0
C1128,35.0,Female,West,Graduate,Self-Employed,457430.18,159267.1,Other,595.5944144,5,68,68.52,2023-12-08,0,0
C1129,49.0,Male,West,Secondary,Salaried,805419.21,3256783.9799999995,Home,640.0686486114522,4,61,61.57,2020-10-26,0,1
C1130,56.0,Female,South,Graduate,Salaried,704031.75,408845.99,Car,592.32254,0,123,70.01,2024-03-16,0,0
C1131,40.31739130434783,Male,South,Graduate,Unemployed,509701.08,264854.43,Car,673.7760864,5,56,89.76,2018-02-17,0,1
C1132,52.0,Male,West,Graduate,Unemployed,517599.97,225422.92,Business,647.4079976,5,99,71.55,2019-04-15,0,1
C1133,27.0,Male,East,Post-Graduate,Unemployed,216659.73,81210.7,Education,572.3327784,2,150,44.03,2024-01-09,0,1
C1134,40.31739130434783,Male,North,Post-Graduate,Self-Employed,209457.99,133879.41,Other,588.4407528,4,144,34.91,2020-12-28,0,1
C1135,40.31739130434783,Male,West,Graduate,Self-Employed,443630.7,208881.12,Education,630.490456,1,93,84.1,2021-10-25,1,1
C1136,22.0,Male,West,Graduate,Salaried,345135.77,172867.62,Home,598.6108616,6,14,34.57,2019-04-02,0,1
C1137,40.31739130434783,Other,East,Graduate,Salaried,638431.4485222222,327194.35,Other,652.0745158817778,2,56,32.12,2021-04-17,0,2
C1138,48.0,Female,West,Secondary,Salaried,638431.4485222222,299437.22,Home,640.0686486114522,1,38,35.5,2022-11-16,1,0
C1139,48.0,Female,West,Graduate,Self-Employed,319647.49,113044.31,Home,640.0686486114522,4,119,58.16,2019-10-10,0,0
C1140,40.0,Male,North,Graduate,Salaried,534859.38,145591.0,Home,613.7887504,2,140,29.31,2023-02-02,0,1
C1141,50.0,Male,North,Graduate,Salaried,388470.29,100661.34,Other,640.0686486114522,4,129,90.36,2018-01-14,0,1
C1142,31.0,Female,North,Graduate,Self-Employed,1203457.09,997206.06,Other,765.8933928,0,47,92.47,2020-12-14,0,0
C1143,48.0,Male,South,Secondary,Self-Employed,604667.06,202029.36,Business,623.3733648,2,33,93.04,2023-08-13,0,1
C1144,45.0,Female,South,Graduate,Salaried,209457.99,48372.19,Car,569.5797528,1,110,22.93,2020-01-02,0,0
C1145,59.0,Female,North,Secondary,Salaried,638431.4485222222,433182.41,Education,692.0745158817778,0,124,90.96,2023-09-11,1,0
C1146,53.0,Male,North,Secondary,Salaried,345161.62,100938.03,Education,609.6129296,3,85,94.81,2019-03-12,0,1
C1147,21.0,Male,South,Post-Graduate,Salaried,286042.21,164499.34,Home,588.8833768,1,35,90.68,2025-01-05,0,1
C1148,47.0,Male,East,Secondary,Salaried,1203457.09,640926.64,Other,775.1724111999999,6,132,70.32,2021-05-07,0,1
C1149,33.0,Male,West,Graduate,Self-Employed,591377.69,163154.1,Other,615.3102152,7,42,72.59,2023-09-11,0,1
C1150,23.0,Male,West,Secondary,Self-Employed,638431.4485222222,286456.9,Home,593.0745158817778,4,105,29.17,2024-10-30,0,1
C1151,59.0,Male,North,Post-Graduate,Self-Employed,731741.85,152850.13,Car,665.539348,1,136,85.57,2020-03-25,0,1
C1152,26.0,Male,East,Graduate,Salaried,436570.72,307619.51,Education,586.9256576,3,134,24.47,2019-09-19,0,1
C1153,28.0,Male,South,Secondary,Salaried,638431.4485222222,324386.24,Business,632.0745158817778,1,16,43.83,2022-03-12,0,1
C1154,40.31739130434783,Other,North,Graduate,Salaried,390392.69,110674.77,Car,668.2314152,0,39,94.34,2019-10-24,1,2
C1155,29.0,Male,East,Graduate,Salaried,1184553.48,405340.21,Other,741.7642784,5,114,51.67,2024-01-19,1,1
C1156,57.0,Other,East,Post-Graduate,Self-Employed,546933.86,256394.45,Home,585.7547088,7,76,29.84,2023-12-13,0,2
C1157,53.0,Male,East,Secondary,Salaried,1006614.49,315394.09,Education,616.5291592,1,114,92.7,2018-01-03,0,1
C1158,44.0,Male,South,Post-Graduate,Salaried,468811.09,169315.58,Home,670.5048872,2,65,93.81,2024-09-19,0,1
C1159,35.0,Male,South,Post-Graduate,Salaried,322719.57,168017.92,Other,583.8175656,6,52,34.03,2021-08-20,1,1
C1160,52.0,Male,West,Post-Graduate,Salaried,221190.8,154737.43,Home,569.695264,3,147,84.86,2023-06-25,0,1
C1161,52.0,Male,West,Graduate,Self-Employed,698298.37,308022.07,Education,654.8638696,1,75,49.28,2018-03-21,0,1
C1162,44.0,Female,East,Graduate,Salaried,638431.4485222222,402330.03,Home,664.0745158817778,3,147,48.6,2019-04-04,1,0
C1163,32.0,Male,East,Graduate,Self-Employed,300353.34,218059.69,Education,595.0282672,5,138,39.7,2022-01-26,0,1
C1164,59.0,Female,South,Post-Graduate,Salaried,648459.55,213849.36,Home,682.876764,0,72,23.35,2021-06-13,1,0
C1165,22.0,Female,West,Graduate,Salaried,229443.33,157011.55,Home,581.3554664,2,26,40.1,2020-09-07,0,0
C1166,23.0,Male,East,Graduate,Self-Employed,638431.4485222222,417815.92,Education,603.0745158817778,4,36,24.03,2018-08-26,0,1
C1167,57.0,Male,West,Graduate,Salaried,638431.4485222222,264414.29,Home,658.0745158817778,1,127,89.33,2020-09-13,0,1
C1168,40.31739130434783,Female,West,Graduate,Salaried,209457.99,150001.96,Car,615.119032,0,26,69.63,2024-05-12,1,0
C1169,22.0,Male,East,Post-Graduate,Salaried,484119.58,173093.77,Business,670.7295664,7,114,86.5,2018-11-19,0,1
C1170,22.0,Male,South,Secondary,Salaried,308604.17,108900.84,Car,555.6883336,3,19,73.8,2018-12-17,0,1
C1171,48.0,Other,East,Post-Graduate,Salaried,681885.87,452332.74,Business,637.5508695999999,5,128,29.85,2023-06-14,0,2
C1172,43.0,Male,East,Graduate,Salaried,446426.32,205710.74,Car,589.7141056,6,48,90.54,2018-10-11,1,1
C1173,57.0,Female,West,Post-Graduate,Unemployed,819698.17,326630.87,Business,650.5758536,3,119,87.49,2023-12-22,0,0
C1174,52.0,Other,East,Graduate,Salaried,419249.27,128792.4,Home,671.5399416,6,13,46.11,2019-05-31,0,2
C1175,53.0,Male,South,Graduate,Salaried,231119.75,152354.01,Education,607.48958,5,38,28.37,2019-06-10,1,1
C1176,21.0,Male,East,Post-Graduate,Salaried,215813.95,144982.32,Education,607.265116,6,77,72.81,2023-05-01,1,1
C1177,39.0,Male,South,Graduate,Salaried,209457.99,92387.28,Other,555.6885656,5,147,74.63,2024-03-01,0,1
C1178,22.0,Male,South,Post-Graduate,Salaried,692543.83,536297.75,Business,676.4035064,0,49,87.26,2019-11-08,0,1
C1179,46.0,Male,West,Graduate,Salaried,1203457.09,780307.45,Other,712.6953728,1,76,23.95,2020-12-21,0,1
C1180,52.0,Female,North,Graduate,Unemployed,621182.98,206090.76,Other,670.6946384,4,62,30.63,2023-12-02,0,0
C1181,26.0,Male,North,Graduate,Salaried,638431.4485222222,387195.94,Business,640.0686486114522,1,119,64.87,2024-10-20,0,1
C1182,52.0,Male,West,Graduate,Self-Employed,912063.88,597443.05,Education,605.9651104,7,23,66.43,2022-09-30,0,1
C1183,24.0,Other,East,Graduate,Salaried,367660.48,123145.52,Business,592.4128384,7,20,22.52,2020-05-17,0,2
C1184,31.0,Female,West,Secondary,Salaried,980603.81,241195.65,Home,681.4483048,2,79,49.77,2024-01-18,0,0
C1185,37.0,Female,South,Graduate,Self-Employed,375789.31,257907.92,Other,573.0631448,1,110,63.81,2020-04-03,0,0
C1186,58.0,Male,North,Secondary,Salaried,379917.98,298577.99,Other,648.3934384,5,140,75.34,2021-06-30,0,1
C1187,44.0,Female,West,Post-Graduate,Salaried,435946.24,255814.72,Business,580.8756992,5,78,43.71,2022-06-23,0,0
C1188,25.0,Male,East,Post-Graduate,Salaried,447459.4,164092.37,Other,573.796752,2,22,56.29,2022-03-10,1,1
C1189,40.31739130434783,Male,West,Graduate,Unemployed,703450.79,561356.24,Education,633.2760632,3,47,81.05,2022-11-30,0,1
C1190,26.0,Male,North,Graduate,Salaried,338071.37,248807.0,Other,596.0457096,5,54,91.54,2023-10-21,0,1
C1191,42.0,Female,West,Graduate,Salaried,797316.13,405059.23,Business,695.7852904,2,7,37.27,2023-01-24,0,0
C1192,31.0,Male,West,Graduate,Salaried,791044.3,549928.28,Education,643.283544,5,63,38.98,2019-05-11,0,1
C1193,36.0,Male,North,Post-Graduate,Salaried,590443.92,407106.54,Education,641.2355136,4,32,90.49,2020-10-12,1,1
C1194,53.0,Male,South,Post-Graduate,Unemployed,638431.4485222222,485769.33,Other,683.0745158817778,5,50,49.69,2020-07-09,0,1
C1195,29.0,Male,South,Graduate,Self-Employed,992583.04,699328.66,Business,642.4066432,0,68,73.88,2018-09-20,0,1
C1196,26.0,Female,North,Post-Graduate,Self-Employed,880593.25,516210.4,Other,642.44746,2,74,65.92,2021-10-16,0,0
C1197,40.31739130434783,Female,West,Graduate,Unemployed,507059.87,286784.05,Home,640.0686486114522,6,51,41.42,2018-03-28,1,0
C1198,49.0,Female,North,Post-Graduate,Salaried,593309.45,285034.39,Home,656.464756,7,146,69.02,2024-08-06,0,0
C1199,23.0,Male,South,Secondary,Salaried,652191.85,375591.67,Education,616.175348,1,139,69.17,2024-03-18,0,1
C1200,40.0,Male,East,Graduate,Salaried,638431.4485222222,432301.06,Other,650.0745158817778,2,110,64.43,2020-07-31,0,1
C1201,56.0,Male,West,Graduate,Salaried,638431.4485222222,498884.75,Home,586.0745158817778,3,85,27.47,2024-08-07,0,1
C1202,39.0,Male,South,Graduate,Self-Employed,209457.99,62546.42,Car,657.4163224,5,55,94.64,2020-06-21,0,1
C1203,46.0,Male,West,Secondary,Unemployed,725612.19,394872.29,Home,607.0489752,2,33,50.03,2018-01-30,0,1
C1204,23.0,Female,North,Post-Graduate,Salaried,867001.49,404788.51,Other,716.3601192,4,117,67.87,2018-10-18,0,0
C1205,39.0,Male,East,Secondary,Salaried,258172.86,155185.94,Other,640.0686486114522,2,147,86.43,2025-01-28,0,1
C1206,40.0,Male,North,Graduate,Unemployed,682039.43,394186.26,Home,664.5631544,4,132,51.75,2018-08-30,0,1
C1207,52.0,Male,East,Secondary,Salaried,353154.29,74409.71,Other,571.2523432,7,94,78.04,2020-07-26,0,1
C1208,27.0,Male,West,Graduate,Salaried,638431.4485222222,334983.02,Other,615.0745158817778,7,29,92.89,2018-10-04,0,1
C1209,53.0,Male,West,Graduate,Salaried,1005422.38,254464.5,Car,627.4337904,5,45,46.92,2018-05-09,0,1
C1210,59.0,Other,North,Graduate,Unemployed,283552.08,61199.09,Education,556.6841664,1,73,50.4,2021-09-15,0,2
C1211,38.0,Female,East,Secondary,Self-Employed,283316.16,191158.6,Other,572.6652928,5,8,87.92,2018-10-18,1,0
C1212,21.0,Other,East,Secondary,Self-Employed,1203457.09,468624.1,Business,695.5489656,3,109,31.97,2023-10-07,0,2
C1213,31.0,Male,West,Graduate,Self-Employed,451325.38,182512.85,Education,612.1060304,0,35,22.14,2020-09-01,0,1
C1214,48.0,Male,North,Post-Graduate,Salaried,970532.41,231424.18,Education,673.6425928,1,135,88.17,2021-02-14,0,1
C1215,45.0,Male,East,Post-Graduate,Salaried,209457.99,62447.65,Business,592.235976,1,121,81.62,2023-06-12,0,1
C1216,43.0,Male,West,Secondary,Self-Employed,212090.47,139844.59,Home,654.9672376,7,94,92.94,2020-05-27,0,1
C1217,51.0,Female,South,Graduate,Salaried,638431.4485222222,316737.65,Car,688.0745158817778,0,149,24.37,2024-01-18,0,0
