customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,gender_encoded
C1013,-1.5666278521807235,Male,East,Graduate,Self-Employed,0.1813570452762322,-0.3716372940657603,Education,-1.1738974844244356,7,88,69.18,2019-01-19,1,1
C1014,0.1522181719291844,Female,East,Post-Graduate,Self-Employed,-1.2628421737142295,-0.5969251841703225,Home,-1.381445592690807,0,137,75.03,2020-06-14,0,0
C1015,-1.6570934323970343,Female,East,Post-Graduate,Salaried,-0.9694802120595659,-0.46907958957674306,Home,0.10726510829555337,3,128,47.45,2020-08-10,1,0
C1016,0.33314933236180627,Male,South,Post-Graduate,Salaried,-0.5809564859260751,-0.033567237485130706,Home,0.6634355477776112,6,36,50.34,2023-09-01,0,1
C1017,0.875942813659672,Male,East,Secondary,Unemployed,-1.3386425573400043,-0.42891957857347435,Education,-1.7597773204538596,4,10,61.53,2024-10-01,1,1
C1018,1.5996674553901595,Female,East,Secondary,Salaried,-0.09575898523249969,-0.18434182774371682,Education,-1.0722356629044512,2,98,90.35,2018-04-19,0,0
C1019,-1.6570934323970343,Male,South,Secondary,Salaried,1.7889388994233413,0.44096271693916395,Business,0.32323230085847715,5,30,74.3,2024-04-17,0,1
C1020,0.061752591712873464,Female,East,Graduate,Salaried,1.4591487209228167,0.0348355971876816,Business,1.0310148973425144,7,41,61.32,2020-03-25,0,0
C1021,1.1473395543086047,Male,South,Graduate,Salaried,0.5752186879710603,0.28139740471697905,Business,0.054449054662220886,2,17,77.78,2024-02-11,0,1
C1022,-0.752437630233925,Female,West,Graduate,Salaried,2.3108182590219744,14.064764578943997,Home,5.2760825129451145,3,97,47.82,2022-09-15,0,0
C1023,0.1522181719291844,Male,West,Post-Graduate,Self-Employed,2.3108182590219744,0.5348585374822311,Other,1.8514273393308447,3,29,74.79,2020-06-21,0,1
C1024,0.42361491257811723,Female,West,Post-Graduate,Salaried,0.7355565823885122,-0.3659594103310883,Education,1.383290476027094,2,145,50.8,2023-01-14,1,0
C1025,0.6045460730107391,Male,East,Post-Graduate,Salaried,0.8679321325766293,0.30429308959238616,Business,1.3195973171411348,5,24,40.97,2024-08-10,1,1
C1026,0.69501165322705,Male,North,Graduate,Self-Employed,-1.3221805771811406,-0.49432093216110407,Other,0.0742658306766483,7,76,65.73,2021-02-13,1,1
C1027,-0.39057530936868123,Male,North,Graduate,Salaried,1.6234775464132032,0.2626946122465042,Business,-2.307613657416913e-15,6,119,71.52,2018-01-27,1,1
C1028,-0.4810408895849922,Female,East,Graduate,Unemployed,0.11036464946317046,0.05128842017469832,Business,0.4999772597482265,1,131,54.45,2019-10-16,1,0
C1029,6.427966085902237e-16,Female,North,Secondary,Unemployed,-0.4106304595255884,-0.19819810679928568,Other,0.5352055158673464,6,30,62.41,2022-09-28,1,0
C1030,1.5092018751738485,Male,South,Secondary,Salaried,-0.6312820675541334,-0.43938643890465306,Business,0.13389989607462838,1,58,72.05,2021-10-25,1,1
C1031,-1.2047655313154797,Male,North,Graduate,Self-Employed,-0.8041683062087417,-0.40370246201791304,Home,-0.9365747337696742,7,143,77.58,2021-02-12,0,1
C1032,0.061752591712873464,Male,East,Graduate,Salaried,1.469237606709964,0.25540067344863315,Home,0.6903768026441983,4,129,87.17,2019-09-29,1,1
C1033,-1.023834370882858,Female,East,Post-Graduate,Unemployed,-0.36095853808976514,0.036552846392012686,Home,-0.5187884822000863,6,15,46.59,2020-05-31,1,0
C1034,1.6901330356064703,Female,South,Secondary,Salaried,-0.7767249384232138,3.1767485477539266,Car,-1.1275106955587175,7,31,91.36,2021-10-10,0,0
C1035,6.427966085902237e-16,Male,West,Graduate,Unemployed,0.2201651998911575,0.3101177059787655,Business,-0.7509063286669239,2,98,67.8,2019-02-23,0,1
C1036,-1.4761622719644125,Male,East,Graduate,Self-Employed,-0.15499067772950198,0.010473251093340382,Car,-0.8343564714248162,2,87,79.08,2019-01-15,0,1
C1037,0.42361491257811723,Male,South,Graduate,Salaried,-0.6576165884789744,-0.2604306912316501,Education,-1.3391122301158258,5,38,72.48,2022-04-06,1,1
C1038,-0.5715064698013032,Male,North,Graduate,Salaried,-0.8326765636315686,-0.26944463219167025,Other,-1.5783234727614555,2,42,35.42,2019-02-01,1,1
C1039,-1.023834370882858,Male,North,Graduate,Unemployed,-1.2961813225872088,-0.3671449945567894,Education,-0.8683293215670007,5,91,25.36,2022-01-10,0,1
C1040,0.5140804927944281,Other,South,Graduate,Unemployed,0.9242798168078352,-0.10214786735036516,Car,-2.307613657416913e-15,7,69,74.47,2021-11-09,0,2
C1041,-1.6570934323970343,Male,South,Graduate,Salaried,-0.46521293562869753,-0.2258115813702852,Home,0.5518472486867232,2,135,58.33,2024-10-08,0,1
C1042,-0.028712988503437474,Female,East,Secondary,Self-Employed,-1.1461199461789593,-0.38855534398272923,Business,-1.4926043864320033,3,146,72.67,2020-12-19,0,0
C1043,0.69501165322705,Male,North,Secondary,Salaried,-0.5836804277370088,-0.18052833880875602,Business,-1.0833865473705309,0,56,55.76,2018-06-27,0,1
C1044,-1.2047655313154797,Male,South,Graduate,Salaried,0.3049274234046671,-0.23447527727189144,Home,1.2146012025597674,7,34,43.42,2023-02-25,0,1
C1045,-1.1142999510991687,Female,North,Post-Graduate,Salaried,-0.30403341578768756,-0.1384480479620676,Business,0.6631789650165326,2,117,41.38,2024-01-06,1,0
C1046,1.3282707147412267,Female,South,Graduate,Salaried,-0.13257537988186646,0.07661427856407657,Other,0.06859208936480697,0,147,74.79,2019-05-27,0,0
C1047,-0.5715064698013032,Other,North,Graduate,Self-Employed,-0.2901237666636007,-0.21061064300975652,Other,-0.3456158224174822,1,146,40.76,2022-03-31,0,2
C1048,-0.3001097291523703,Male,West,Graduate,Salaried,0.2201651998911575,0.2224997075028904,Other,0.8526344381396627,4,12,73.6,2018-11-19,1,1
C1049,1.4187362949575375,Male,East,Post-Graduate,Self-Employed,0.9060376801048402,0.018495140762275493,Education,1.3769164055386331,6,76,48.8,2024-03-11,0,1
C1050,-1.4761622719644125,Female,North,Post-Graduate,Salaried,-1.3670807718134426,-0.43298110900785036,Home,-1.0916659165809315,6,36,77.82,2021-04-15,0,0
C1051,-1.6570934323970343,Male,West,Graduate,Salaried,0.18983065110798406,-0.0152179247985061,Other,0.7175338169656595,7,99,30.71,2025-01-18,0,1
C1052,-1.2952311115317907,Male,North,Graduate,Salaried,0.3959988720445489,0.1098571159882032,Car,-0.7346333672282714,1,45,35.37,2024-12-08,0,1
C1053,-1.4761622719644125,Male,North,Post-Graduate,Salaried,-0.5390020172772558,-0.5500771145023271,Other,-2.307613657416913e-15,2,79,71.44,2022-01-21,1,1
C1054,0.785477233443361,Male,West,Graduate,Salaried,0.05521002643644932,-0.3559139131352924,Education,-0.1940615552669845,6,49,62.02,2024-06-22,1,1
C1055,-0.20964414893605934,Female,North,Graduate,Salaried,-0.5887287372381953,-0.20919296149867034,Car,0.07138304598003808,5,17,35.29,2020-02-27,0,0
C1056,0.5140804927944281,Male,North,Secondary,Self-Employed,0.06984863284839003,-0.14778257086001134,Home,-2.307613657416913e-15,1,23,87.71,2018-10-12,0,1
C1057,1.2378051345249157,Male,East,Post-Graduate,Salaried,0.9814134769137978,0.21023314688072678,Home,0.679268625137278,3,57,40.7,2018-07-07,0,1
C1058,-0.9333687906665469,Male,West,Post-Graduate,Salaried,-0.9718900151275992,-0.5950465428139025,Other,-0.09677230930589548,0,141,51.58,2020-07-22,0,1
C1059,1.4187362949575375,Male,West,Secondary,Salaried,0.47883714754424134,0.37073100062249453,Car,-2.307613657416913e-15,5,7,35.17,2021-03-31,1,1
C1060,-0.5715064698013032,Male,South,Graduate,Salaried,2.3108182590219744,1.140771362000645,Car,-2.307613657416913e-15,6,100,49.1,2018-11-23,0,1
C1061,0.9664083938759829,Male,North,Graduate,Unemployed,-0.049593836394835,-0.36380590907784116,Other,0.7545451292255335,5,140,56.87,2020-08-11,0,1
C1062,-0.4810408895849922,Male,East,Secondary,Salaried,-0.7702708117962616,-0.2737382828527466,Other,0.5397565025898382,2,18,42.14,2019-02-18,1,1
C1063,-1.1142999510991687,Male,North,Post-Graduate,Salaried,2.3108182590219744,1.923639543276134,Business,2.5523987766497633,3,124,77.68,2022-04-06,1,1
C1064,-0.5715064698013032,Male,North,Secondary,Salaried,-0.24250603139851803,-0.0791420641622322,Business,0.7510750182910012,0,135,49.54,2021-02-12,0,1
C1065,0.24268375214549534,Male,South,Secondary,Unemployed,0.2201651998911575,-0.20186672132906638,Other,1.197700172768928,3,17,74.71,2023-02-01,1,1
C1066,6.427966085902237e-16,Female,North,Graduate,Salaried,-0.06357730257334902,-0.002499557915754047,Education,0.3830445825594011,1,76,35.53,2022-02-03,0,0
C1067,-0.39057530936868123,Female,East,Graduate,Salaried,0.1723596898678309,-0.2993604742099334,Business,-1.1372501231438688,2,150,48.28,2019-10-29,0,0
C1068,-0.20964414893605934,Male,East,Secondary,Salaried,-0.6405904906199623,-0.4036076226210778,Other,-1.433130025575204,5,86,20.6,2022-02-25,0,1
C1069,0.33314933236180627,Male,South,Graduate,Salaried,-0.13368348672195812,-0.3391507170955944,Car,0.16959570408538088,5,61,76.9,2021-12-26,0,1
C1070,0.5140804927944281,Male,North,Graduate,Salaried,0.9122053077581438,0.24397204436236883,Business,1.2375372591465308,1,11,66.94,2020-05-08,0,1
C1071,0.42361491257811723,Female,East,Secondary,Self-Employed,0.2201651998911575,-0.37953243296848477,Education,0.9744223444794035,5,116,81.34,2020-12-29,0,0
C1072,0.785477233443361,Other,North,Secondary,Salaried,-0.7061084730727984,-0.09092435656286817,Home,0.6694049089341091,4,52,54.17,2018-10-20,0,2
C1073,-0.4810408895849922,Female,North,Graduate,Self-Employed,-0.6014481002350319,-0.38537501240462757,Car,-1.35505792069289,2,84,79.98,2024-10-31,0,0
C1074,-1.7475590126133453,Male,North,Graduate,Salaried,0.2201651998911575,-0.28221246054988847,Education,1.116508235209101,1,123,68.57,2025-02-13,0,1
C1075,0.42361491257811723,Female,South,Post-Graduate,Salaried,-0.8993944894804299,-0.3839156924065419,Education,0.48308888206093153,2,124,20.27,2019-12-02,0,0
C1076,-1.2047655313154797,Male,North,Post-Graduate,Unemployed,-0.9269303598404278,-0.49166636964363863,Education,0.6333882791012823,0,64,39.03,2023-12-28,0,1
C1077,-1.023834370882858,Male,East,Post-Graduate,Salaried,-0.3334794643104917,-0.1833974943881462,Car,-0.709708773945181,2,37,57.04,2020-09-29,0,1
C1078,0.33314933236180627,Male,North,Graduate,Self-Employed,0.723366852132061,-0.040736650824360864,Education,1.17496100903042,2,119,66.4,2019-11-01,0,1
C1079,-1.7475590126133453,Other,East,Post-Graduate,Salaried,1.8823715687791445,-0.07079764254358584,Home,0.9325800169040707,0,132,24.92,2023-03-09,1,2
C1080,-1.1142999510991687,Male,North,Graduate,Salaried,0.2201651998911575,-0.2409752630350082,Business,-0.20286075013809052,1,7,72.88,2022-04-04,0,1
C1081,0.33314933236180627,Female,East,Graduate,Unemployed,0.1833412254986142,-0.09991769622188254,Car,0.5523019722522214,2,8,60.77,2021-01-10,0,0
C1082,-0.842903210450236,Male,East,Secondary,Salaried,-0.07381826259292522,-0.48778740619523614,Education,-2.307613657416913e-15,3,104,59.43,2024-03-31,0,1
C1083,-0.3001097291523703,Male,North,Secondary,Unemployed,-1.3670807718134426,-0.5326368514285705,Other,0.4526349392077542,2,8,41.9,2020-06-18,1,1
C1084,-1.1142999510991687,Male,North,Graduate,Salaried,-1.1798554870840572,-0.42565730061765245,Business,-1.3044298273929202,1,46,64.61,2021-08-21,1,1
C1085,1.3282707147412267,Male,East,Graduate,Unemployed,0.6077505853771542,0.18859625196766852,Car,-0.8649811771610711,7,13,22.06,2018-08-18,0,1
C1086,1.3282707147412267,Male,West,Secondary,Salaried,0.7587912310397732,0.18142738922000212,Other,-0.8392909763835661,5,55,24.85,2020-07-27,0,1
C1087,1.1473395543086047,Male,South,Graduate,Salaried,0.7225196765540348,0.21673145792783757,Other,0.07849805785227965,6,149,75.04,2018-05-12,0,1
C1088,-1.3856966917481015,Female,West,Graduate,Self-Employed,-0.5015109088497046,0.006301900583335441,Education,-0.9661334380809313,0,149,44.14,2021-07-16,1,0
C1089,1.6901330356064703,Female,West,Graduate,Unemployed,-1.3670807718134426,-0.6907559431436209,Car,-1.2587028042118134,5,101,46.02,2022-07-02,0,0
C1090,0.69501165322705,Female,North,Graduate,Unemployed,0.2201651998911575,-0.4326348786795878,Education,0.8526344381396627,1,24,35.63,2021-01-01,1,0
C1091,-1.2047655313154797,Male,South,Post-Graduate,Self-Employed,-1.0243434889777363,-0.5493381517999905,Home,-0.9114135958956983,4,146,53.42,2018-09-29,0,1
C1092,-1.023834370882858,Male,West,Post-Graduate,Unemployed,0.41448917465433194,-0.2914270921348518,Other,1.2017898617786533,6,26,23.9,2020-05-14,0,1
C1093,-1.1142999510991687,Male,North,Graduate,Salaried,-0.6557877015786125,-0.4830753747697466,Home,-2.307613657416913e-15,5,31,42.53,2024-05-12,1,1
C1094,-0.752437630233925,Other,West,Graduate,Salaried,2.3108182590219744,0.9467249778103606,Education,1.2187305108353477,2,47,59.53,2021-07-12,1,2
C1095,1.2378051345249157,Female,West,Graduate,Salaried,1.9133106088538954,0.42851785641564494,Business,-2.307613657416913e-15,6,135,54.92,2020-05-20,0,0
C1096,6.427966085902237e-16,Male,North,Post-Graduate,Salaried,2.3108182590219744,1.4714752375819924,Other,2.1746382179290555,2,98,94.98,2023-08-07,0,1
C1097,0.24268375214549534,Female,North,Graduate,Salaried,-1.049269861711935,-0.5398162212985762,Business,-0.25251937682714626,0,12,49.16,2022-06-09,0,0
C1098,0.33314933236180627,Male,North,Secondary,Salaried,0.22778530843671937,-0.19966102858385013,Car,-2.307613657416913e-15,2,90,49.02,2023-02-23,0,1
C1099,1.5092018751738485,Female,South,Secondary,Salaried,-0.750834059845531,-0.0856395263806824,Other,0.20322084163577087,6,93,57.77,2019-08-09,0,0
C1100,6.427966085902237e-16,Male,West,Graduate,Self-Employed,0.024547458056275354,0.1715119692811137,Home,0.15784549321301172,3,142,34.27,2020-12-20,0,1
C1101,0.1522181719291844,Female,North,Graduate,Salaried,-0.9805385248271591,-0.42052622312961035,Business,-0.5065275090869145,3,117,85.72,2019-07-26,0,0
C1102,0.6045460730107391,Male,East,Post-Graduate,Salaried,1.4089274081967007,0.4054037931613133,Car,0.9480806619945914,7,25,62.92,2020-10-07,0,1
C1103,6.427966085902237e-16,Female,West,Secondary,Salaried,-0.9685417549410527,-0.25393394019396953,Other,0.45274269714728294,5,13,34.41,2024-04-18,0,0
C1104,-1.7475590126133453,Female,East,Graduate,Self-Employed,-1.3670807718134426,-0.5797689345781383,Car,0.3924636105205538,1,40,79.51,2024-01-17,0,0
C1105,1.3282707147412267,Female,South,Post-Graduate,Self-Employed,2.3108182590219744,0.34338534296457063,Home,1.1294640838003582,7,40,22.57,2020-12-12,0,0
C1106,1.5092018751738485,Male,North,Post-Graduate,Self-Employed,0.16553825401817285,0.22977653207965856,Other,-0.8763700027193624,0,77,93.69,2024-07-22,0,1
C1107,-0.5715064698013032,Male,East,Graduate,Salaried,-1.1372548324510203,-0.44193973845704093,Car,0.5613826084560118,4,5,84.89,2022-10-21,0,1
C1108,-1.5666278521807235,Male,South,Graduate,Salaried,-0.4874279099010607,-0.4681786611894387,Education,-0.3510133974729097,7,73,63.47,2024-07-18,0,1
C1109,6.427966085902237e-16,Male,North,Graduate,Salaried,-0.8248041505318123,-0.35645968702274045,Other,0.21135406535856358,5,41,28.35,2022-06-24,0,1
C1110,-1.3856966917481015,Male,East,Post-Graduate,Salaried,-0.3272376865934927,-0.26354736066020695,Other,-0.5039896439794441,1,76,36.15,2022-01-22,0,1
C1111,6.427966085902237e-16,Female,East,Secondary,Salaried,0.6712632600195994,0.4990012848421537,Other,1.3550745077408146,0,111,40.96,2020-06-17,0,0
C1112,-0.5715064698013032,Male,South,Post-Graduate,Salaried,0.4385203074728096,-0.32654834150224704,Other,-0.9392501055425967,6,100,38.08,2019-07-21,0,1
C1113,1.6901330356064703,Male,North,Graduate,Salaried,-0.06202792145200597,0.1676111427593722,Education,-1.260412186788422,0,145,57.31,2023-09-19,0,1
C1114,0.6045460730107391,Male,North,Graduate,Unemployed,-0.3277250641578605,-0.1968559022150471,Home,-2.307613657416913e-15,6,88,90.84,2023-07-15,1,1
C1115,-1.023834370882858,Male,East,Secondary,Unemployed,1.1322519119486252,0.13101520271273995,Education,0.9281479114165528,5,47,53.31,2019-01-08,1,1
C1116,-0.4810408895849922,Female,East,Graduate,Salaried,-1.3670807718134426,-0.6519646110022752,Education,-1.1063083953682202,1,41,69.62,2018-07-12,0,0
C1117,-0.4810408895849922,Male,East,Graduate,Salaried,0.2201651998911575,0.1412293644575278,Car,0.8729324225296194,7,29,71.64,2019-03-26,0,1
C1118,0.5140804927944281,Female,North,Secondary,Salaried,-1.0859940867960998,-0.27248366820975545,Business,-2.307613657416913e-15,1,77,85.37,2019-09-19,0,0
C1119,-0.661972050017614,Male,South,Graduate,Salaried,1.004406693845692,0.062000064338540925,Business,1.1562131411123555,2,46,22.54,2025-01-14,0,1
C1120,1.0568739740922939,Other,South,Post-Graduate,Unemployed,-0.93725405416261,0.5208645875944397,Car,0.060514027444389745,4,6,50.32,2019-10-18,0,2
C1121,1.6901330356064703,Female,North,Graduate,Salaried,0.2201651998911575,0.012969403829686504,Education,0.12190700010121816,3,140,78.86,2022-09-26,0,0
C1122,1.0568739740922939,Male,West,Graduate,Self-Employed,0.30519053772748955,0.2607646511680907,Car,0.9508428766639274,2,100,81.12,2024-09-08,0,1
C1123,-1.4761622719644125,Female,South,Secondary,Salaried,-1.0445924505333433,-0.6299369337269306,Other,-0.8391081808553434,0,65,89.55,2018-09-18,1,0
C1124,0.875942813659672,Male,East,Graduate,Salaried,-0.6503459971287199,-0.23220576178792446,Car,-0.929961747885751,4,18,72.71,2022-04-26,0,1
C1125,1.5092018751738485,Female,West,Secondary,Salaried,2.3108182590219744,1.5509166989834977,Car,2.0266733813845264,4,117,38.39,2022-04-13,0,0
C1126,0.24268375214549534,Male,West,Graduate,Self-Employed,0.2201651998911575,-0.19505250837232305,Other,0.913528391309533,1,81,57.92,2024-09-06,1,1
C1127,1.6901330356064703,Female,South,Post-Graduate,Salaried,-0.531221514735493,-0.2972941040716306,Business,-0.5732126395871144,4,25,22.43,2023-04-02,0,0
C1128,-0.4810408895849922,Female,West,Graduate,Self-Employed,-0.44955813293465907,-0.4021901246405128,Other,-0.9027373117793414,5,68,68.52,2023-12-08,0,0
C1129,0.785477233443361,Male,West,Secondary,Salaried,0.8380371135583775,6.703920968396932,Home,-2.307613657416913e-15,4,61,61.57,2020-10-26,0,1
C1130,1.4187362949575375,Female,South,Graduate,Salaried,0.4628930707993203,0.17037667241822418,Car,-0.9691497672764406,0,123,70.01,2024-03-16,0,0
C1131,6.427966085902237e-16,Male,South,Graduate,Unemployed,-0.2561504201400549,-0.15995890328968507,Car,0.6841930460573816,5,56,89.76,2018-02-17,0,1
C1132,1.0568739740922939,Male,West,Graduate,Unemployed,-0.2269237137218344,-0.2504199730696234,Business,0.14897399120198693,5,99,71.55,2019-04-15,0,1
C1133,-1.2047655313154797,Male,East,Post-Graduate,Unemployed,-1.340433592186893,-0.5812617718376599,Education,-1.3749016361921973,2,150,44.03,2024-01-09,0,1
C1134,6.427966085902237e-16,Male,North,Post-Graduate,Self-Employed,-1.3670807718134426,-0.4604328243657184,Other,-1.047942223267174,4,144,34.91,2020-12-28,0,1
C1135,6.427966085902237e-16,Male,West,Graduate,Self-Employed,-0.5006176299885625,-0.2883690377665063,Education,-0.19441800411125873,1,93,84.1,2021-10-25,1,1
C1136,-1.6570934323970343,Male,West,Graduate,Salaried,-0.8650590138783489,-0.3709887430864347,Home,-0.8415095136006122,6,14,34.57,2019-04-02,0,1
C1137,6.427966085902237e-16,Other,East,Graduate,Salaried,0.2201651998911575,-0.01694292816735845,Other,0.24369490644095892,2,56,32.12,2021-04-17,0,2
C1138,0.69501165322705,Female,West,Secondary,Salaried,0.2201651998911575,-0.08062143486976017,Home,-2.307613657416913e-15,1,38,35.5,2022-11-16,1,0
C1139,0.69501165322705,Female,West,Graduate,Self-Employed,-0.9593682746308605,-0.5082312838964844,Home,-2.307613657416913e-15,4,119,58.16,2019-10-10,0,0
C1140,-0.028712988503437474,Male,North,Graduate,Salaried,-0.1630621193684882,-0.43356489665450404,Home,-0.533428963665712,2,140,29.31,2023-02-02,0,1
C1141,0.875942813659672,Male,North,Graduate,Salaried,-0.7047168273414417,-0.536639445624323,Other,-2.307613657416913e-15,4,129,90.36,2018-01-14,0,1
C1142,-0.842903210450236,Female,North,Graduate,Self-Employed,2.3108182590219744,1.5201520512459539,Other,2.5539886934094476,0,47,92.47,2020-12-14,0,0
C1143,0.69501165322705,Male,South,Secondary,Self-Employed,0.09523348534269221,-0.3040878763165743,Business,-0.33888061019075766,2,33,93.04,2023-08-13,0,1
C1144,0.42361491257811723,Female,South,Graduate,Salaried,-1.3670807718134426,-0.6565976325383839,Car,-1.4307825068461488,1,110,22.93,2020-01-02,0,0
C1145,1.6901330356064703,Female,North,Secondary,Salaried,0.2201651998911575,0.22620762050552506,Education,1.0556142820392307,0,124,90.96,2023-09-11,1,0
C1146,1.1473395543086047,Male,North,Secondary,Salaried,-0.864963366216347,-0.5360046823754032,Education,-0.6181897090793689,3,85,94.81,2019-03-12,0,1
C1147,-1.7475590126133453,Male,South,Post-Graduate,Salaried,-1.0837112712622987,-0.39018667796181894,Home,-1.0389578482245556,1,35,90.68,2025-01-05,0,1
C1148,0.6045460730107391,Male,East,Secondary,Salaried,2.3108182590219744,0.7028002056337529,Other,2.742334064046768,6,132,70.32,2021-05-07,0,1
C1149,-0.661972050017614,Male,West,Graduate,Self-Employed,0.04606144781930444,-0.3932728354412247,Other,-0.5025462949054436,7,42,72.59,2023-09-11,0,1
C1150,-1.5666278521807235,Male,West,Secondary,Self-Employed,0.2201651998911575,-0.1103999960581581,Home,-0.9538861725664918,4,105,29.17,2024-10-30,0,1
C1151,1.6901330356064703,Male,North,Post-Graduate,Self-Employed,0.5654232943521911,-0.4169114977491199,Car,0.5170038585900232,1,136,85.57,2020-03-25,0,1
C1152,-1.2952311115317907,Male,East,Graduate,Salaried,-0.5267402830168375,-0.06185018551487381,Education,-1.0786956019860727,3,134,24.47,2019-09-19,0,1
C1153,-1.1142999510991687,Male,South,Secondary,Salaried,0.2201651998911575,-0.02338510181629407,Business,-0.16226478135817693,1,16,43.83,2022-03-12,0,1
C1154,6.427966085902237e-16,Other,North,Graduate,Salaried,-0.6976037493749948,-0.5136673202868319,Car,0.5716473965923379,0,39,94.34,2019-10-24,1,2
C1155,-1.023834370882858,Male,East,Graduate,Salaried,2.2408729553508833,0.16233395203513182,Other,2.064216305974765,5,114,51.67,2024-01-19,1,1
C1156,1.5092018751738485,Other,East,Post-Graduate,Self-Employed,-0.11838529995301633,-0.17936721002500616,Home,-1.1024635024499119,7,76,29.84,2023-12-13,0,2
C1157,1.1473395543086047,Male,East,Secondary,Salaried,1.5824803684070594,-0.04401427652001882,Education,-0.4778041886212127,1,114,92.7,2018-01-03,0,1
C1158,0.33314933236180627,Male,South,Post-Graduate,Salaried,-0.407447593942194,-0.3791375899934168,Home,0.6177942957593411,2,65,93.81,2024-09-19,0,1
C1159,-0.4810408895849922,Male,South,Post-Graduate,Salaried,-0.9480012622717457,-0.3821145926953329,Other,-1.1417836048846235,6,52,34.03,2021-08-20,1,1
C1160,1.0568739740922939,Male,West,Post-Graduate,Salaried,-1.3236681665827374,-0.41258178334062584,Home,-1.4284378623116856,3,147,84.86,2023-06-25,0,1
C1161,1.0568739740922939,Male,West,Graduate,Self-Employed,0.44167897438272274,-0.06092665993214538,Education,0.3003131646715028,1,75,49.28,2018-03-21,0,1
C1162,0.33314933236180627,Female,East,Graduate,Salaried,0.2201651998911575,0.15542820323093504,Home,0.4872707191204404,3,147,48.6,2019-04-04,1,0
C1163,-0.752437630233925,Male,East,Graduate,Self-Employed,-1.0307586165192917,-0.26731219106573195,Education,-0.91422895880736,5,138,39.7,2022-01-26,0,1
C1164,1.6901330356064703,Female,South,Post-Graduate,Salaried,0.2572702080408009,-0.27697124180780525,Home,0.8689184579202096,0,72,23.35,2021-06-13,1,0
C1165,-1.6570934323970343,Female,West,Graduate,Salaried,-1.2931329557470939,-0.4073646529794514,Home,-1.1917592560127488,2,26,40.1,2020-09-07,0,0
C1166,-1.5666278521807235,Male,East,Graduate,Self-Employed,0.2201651998911575,0.19095487151968293,Education,-0.7509063286669239,4,36,24.03,2018-08-26,0,1
C1167,1.5092018751738485,Male,West,Graduate,Salaried,0.2201651998911575,-0.1609686423347519,Home,0.36548281278069966,1,127,89.33,2020-09-13,0,1
C1168,6.427966085902237e-16,Female,West,Graduate,Salaried,-1.3670807718134426,-0.42344557430655144,Car,-0.5064269285146669,0,26,69.63,2024-05-12,1,0
C1169,-1.6570934323970343,Male,East,Post-Graduate,Salaried,-0.3508046044922502,-0.37046992524428934,Business,0.6223548306536885,7,114,86.5,2018-11-19,0,1
C1170,-1.6570934323970343,Male,South,Secondary,Salaried,-1.000229695858712,-0.5177369490054564,Car,-1.7127503169220966,3,19,73.8,2018-12-17,0,1
C1171,0.69501165322705,Other,East,Post-Graduate,Salaried,0.3809510342431529,0.27014099608355513,Business,-0.05110583907182117,5,128,29.85,2023-06-14,0,2
