customer_id,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,default_flag
CUST100038,320431.1783088468,214138.13254025285,Home,570.3481745717455,43,8.60557857374678,0
CUST100039,586748.5242171525,111483.68906676394,Home,711.7285687685815,36,42.55140627897846,0
CUST100040,,157103.63950844784,Home,718.4607014051265,44,37.00602095917106,0
CUST100041,278123.8863432338,89021.64468864391,Education,548.1009375610073,38,21.795836084063165,0
CUST100042,317104.5635692822,193841.66827289615,Car,551.0561854046515,48,16.780739518332066,1
CUST100043,181748.1168025353,67750.16896896462,Car,614.3960245093591,44,59.75983477508628,0
CUST100044,230085.4280442133,206648.42259729188,Business,593.0956133456269,50,17.672722746777918,0
CUST100045,401727.8366595618,124873.55623129012,Education,688.1191010532295,40,33.75983695019882,0
CUST100046,745258.6725630825,240945.39055322067,Home,653.8439870212471,43,1.6504197875870465,1
CUST100047,438137.5542378399,370023.72810308245,Home,743.1925006109284,33,50.84515871245375,0
CUST100048,352386.2818052691,42186.10827420553,Other,675.3806180187187,46,7.60263885595698,0
CUST100049,219968.03858659376,144596.25199253642,Other,598.4338536262658,39,9.167298911922817,0
CUST100050,698783.5013800919,475355.24210745044,Business,498.7096910490843,50,31.402641893096344,1
CUST100051,469819.23812187696,361339.3206285182,Home,664.3564787421742,39,40.30517502383859,0
CUST100052,237034.77561087915,208484.28023597653,Business,513.1737511810978,40,66.30760232474225,1
CUST100053,621063.7888533543,546835.1983445629,Education,,49,18.06520504892474,1
CUST100054,506736.4053933681,77136.12812730823,Car,592.261857752266,45,41.687113621713365,1
CUST100055,222321.93996475232,168402.52405547,Home,609.3258308093255,41,14.052172543504613,1
CUST100056,340841.57069645094,210315.59142524577,Education,544.7172592058514,51,35.869226284331695,1
CUST100057,269503.42098007456,166519.0779044804,Home,591.977871351204,46,57.22843988084857,0
CUST100058,1758765.6118040106,356466.5109463959,Other,741.672366276144,45,38.820994385414956,0
CUST100059,498344.522904353,309048.2228991491,Business,741.4518790059947,37,45.99222981610668,1
CUST100060,,358973.2584976298,Other,772.5999820372776,57,18.426568066826714,0
CUST100061,480988.1120193693,398957.92501552147,Car,650.8117220595019,38,20.246712423123014,0
CUST100062,828603.9311305548,373952.70657134143,Other,,52,20.014249236924826,1
CUST100063,344542.21896070417,45465.232583249526,Home,742.8489134154927,40,26.919055871844456,0
CUST100064,254245.1965941311,99113.62333131388,Other,532.3471234450305,46,60.943036192455956,0
CUST100065,601132.0682367112,457528.98057024874,Home,714.4502805362961,33,8.18742243394147,0
CUST100066,326124.0992310091,215633.0199844525,Car,754.1875778716524,44,12.41298033945982,0
CUST100067,190624.88108966534,89112.35189047865,Other,578.8831739169901,49,45.57530206817646,0
CUST100068,169598.32751589635,24435.93531678653,Business,,45,34.42888578518296,0
CUST100069,,400326.7700974295,Business,,52,52.19021693834098,0
CUST100070,391988.0917614358,186280.56206297208,Business,712.2277336408663,40,9.054555170020448,0
CUST100071,254297.35992052747,214333.11243571457,Other,697.5603494928099,41,21.165960205517834,0
CUST100072,314707.543550827,192874.46064541268,Other,560.4179160696593,43,7.225869891424614,0
CUST100073,587990.9471771473,205398.36964114473,Other,735.5363143232739,31,23.040755398391912,0
CUST100074,303748.91162253055,158026.7720281277,Home,567.9527477890309,53,34.21714934502579,0
CUST100075,151804.40507978646,23202.42987302279,Car,679.5792642112291,52,27.51148607631998,0
CUST100076,440428.991366748,386720.6967867158,Business,687.6876085864819,42,15.424372837541778,1
CUST100077,747888.1326894731,290216.4354380077,Home,386.29975904139764,46,34.78021227537056,1
CUST100078,718469.5407593586,346513.4652985999,Business,682.46427068286,57,17.22478254514143,0
CUST100079,258953.0466334537,99496.79870229943,Home,859.7179829182791,43,42.963092951169344,0
CUST100080,775686.4000783486,501100.69356389943,Other,482.65148621836227,48,70.93682251579861,1
CUST100081,411584.64812530874,259210.1367032103,Business,645.6886404789492,57,47.64653321681943,1
CUST100082,762752.1385620302,512766.1115499877,Other,494.23076986123044,38,58.27560426135143,1
CUST100083,511044.6371942929,160730.99131393334,Business,578.4686848955859,34,33.08406528895279,0
CUST100084,145370.63948404067,51248.20712582496,Education,495.6178516143757,37,35.96152772036413,0
CUST100085,1033067.7819022492,206821.18738149336,Home,662.7633861597774,43,23.286342995719636,0
CUST100086,373648.31908729475,233308.99120893737,Education,713.4883842607676,57,25.93694008782994,0
CUST100087,511998.1518505782,67500.65970091082,Home,682.7790906215273,41,24.202074512227085,0
CUST100088,161712.15663471518,93493.21523144912,Car,575.5854024433943,40,45.37557937696202,0
CUST100089,490507.5253378064,390324.65355381963,Business,601.2484194723258,46,23.325055044568064,0
CUST100090,702047.7071806204,570530.104469681,Car,671.7818148868512,43,11.930966134188461,0
CUST100091,1156827.846330111,531250.2928327546,Car,578.0860807888864,56,21.562082266941232,0
CUST100092,839229.8263802471,392292.0662499168,Home,543.6963913187486,46,26.924132562845603,0
CUST100093,505111.6749716154,81613.5938574627,Education,630.8698351918431,51,74.63644680017481,1
CUST100094,143397.18664052887,91288.37270036816,Other,574.4233432582074,49,20.59014045743732,0
CUST100095,392135.8733085977,296849.8113475146,Home,682.9246333802914,47,19.38583247167374,0
CUST100096,253848.84257272628,75069.20621005147,Other,753.8957920253533,50,61.70636035976619,0
CUST100097,417060.5628508605,182272.4425439459,Car,857.806672216461,45,15.339127778835715,0
CUST100098,174591.5457121924,134622.55969925033,Other,677.045352971172,47,16.264051884379413,0
CUST100099,319304.30311439605,255985.10205086364,Education,701.6777730255629,46,46.758924450488145,0
CUST100100,,78226.45862023983,Home,602.0546125364698,39,17.022429859857542,1
CUST100101,260693.37478391646,140893.43089880008,Education,607.0098580622764,37,45.41611609552499,1
CUST100102,,66610.38021104783,Education,,34,30.168513876393522,0
CUST100103,333863.38794756716,60597.21027919149,Home,627.8937759882577,54,23.059281200833038,1
CUST100104,430075.84482449415,356488.31998089975,Education,655.8357902884626,44,56.42716053810493,0
CUST100105,80894.72098049638,61189.25259185758,Business,747.8380536102668,45,18.161886813093467,0
CUST100106,87041.49919922915,61627.81175727265,Business,628.5098262490728,55,42.96807806284382,0
CUST100107,295606.7184703968,41093.19302802657,Business,770.0336350150519,55,5.176666685987855,0
CUST100108,321688.3739558428,249303.03210493556,Other,,48,23.234691329376115,0
CUST100109,405739.54987515224,182759.3999341772,Education,686.4318536782572,49,16.10506981463144,0
CUST100110,234074.93709918152,87524.38726875403,Home,598.1448682346124,53,37.81267584028364,0
CUST100111,364280.37693231483,195684.5295163706,Home,690.7300796040084,34,17.123781474514715,0
CUST100112,390785.4327560223,67638.1564687148,Other,,45,16.133014018347275,0
CUST100113,233109.86426804712,164416.40596154385,Home,687.5527084956564,34,15.407788022313115,0
CUST100114,665353.324145323,376555.4240197039,Business,641.8539947391657,40,10.167318672959452,0
CUST100115,402798.528593015,100406.4260357335,Education,727.3447656787296,46,5.82033305780322,0
CUST100116,6920870.045890605,126023.36368082819,Home,647.4583061762596,40,13.12620332542288,0
CUST100117,,93391.37352658245,Home,813.0286040189358,59,37.06334794380468,0
CUST100118,1279786.5470044832,186339.3656893291,Car,627.9562417283419,41,24.176952404205615,0
CUST100119,518055.8020840605,295415.4979308182,Car,,51,62.34886612676419,1
CUST100120,270277.37089369784,208729.4139485156,Car,677.6891029441003,51,17.314445518461458,0
CUST100121,592780.8989028278,67576.17550359337,Education,736.2296844661979,46,35.93725702070129,0
CUST100122,135596.25681875928,18875.502821745475,Business,735.6078787861819,36,11.706672071167493,0
CUST100123,389165.56833993894,217238.53303807336,Business,663.3425155521998,44,68.45245683703529,1
CUST100124,438667.13685437565,331455.37446368864,Business,677.1271328643828,40,21.631240606251552,0
CUST100125,391841.40477290866,141608.0011767749,Education,677.2430445897938,35,10.02179013624269,1
CUST100126,296479.29911543214,112570.67544688452,Education,563.77017490975,40,22.080875458175388,0
CUST100127,197330.6418631072,113875.01388539442,Car,731.9258753412878,39,28.720969086612207,0
CUST100128,225571.34930270034,72040.79204701052,Home,549.3714854303466,41,41.53724279615903,1
CUST100129,385094.85122640483,46706.88094349128,Other,563.9201059372167,46,39.689453601372115,1
CUST100130,185700.13244173443,127795.63979329866,Other,654.4021667617172,44,3.471241478012904,0
CUST100131,1047692.3791074812,629160.1545331638,Home,624.4112212683567,50,74.93747030643534,1
CUST100132,74269.92660125569,41933.15699860775,Car,713.692591950036,32,12.082833828947066,0
CUST100133,4394181.240303631,206842.52483722693,Home,685.7882138136144,44,32.137354239689245,0
CUST100134,387020.82559251756,247764.79953428125,Home,661.0561109656554,43,57.327630350092065,0
CUST100135,491124.31234651466,130003.35112954048,Other,559.957280322236,44,11.819309873817415,1
CUST100136,209074.34045154363,79863.22797423495,Car,652.1248083890722,35,47.93020845080531,1
CUST100137,715385.5279805919,143712.44902883552,Education,645.7990824702866,49,37.745485848990164,0
CUST100138,156952.95248361523,32000.448573674217,Other,,50,27.06385474523331,0
CUST100139,257898.87941817206,165301.98814396598,Education,615.596959565789,39,26.078001214260322,0
CUST100140,525680.3109902276,413647.3681028647,Car,691.8254030394835,29,12.540227811293256,1
CUST100141,676111.4030614333,588342.7227439943,Home,622.2751169834506,65,11.001279916096781,0
CUST100142,155998.1180179405,94016.58604156281,Business,684.3290772103289,43,47.1208342970542,0
CUST100143,1770941.8368595028,437920.37229484506,Business,713.68380592686,45,8.026501107888794,1
CUST100144,211399.51582720244,39007.49708262475,Car,607.2323601078101,43,10.635797874116866,0
CUST100145,164833.39466890565,123671.32746554799,Business,,52,38.693911961291725,1
CUST100146,489739.51909834787,275725.8866359151,Education,688.1092925175471,42,6.064765879302004,0
CUST100147,293908.545397256,174766.255473369,Business,544.3120255428456,48,29.092051961066957,0
CUST100148,268973.62688990735,195051.5165204442,Car,738.933180391365,55,22.290168766505296,0
CUST100149,517821.7937504684,343119.99982966663,Car,650.877009369358,43,18.812692563688703,0
CUST100150,144874.42124020154,111200.76726932958,Education,640.8193278481308,58,40.61785936611379,0
CUST100151,130446.61740364872,18910.992794996593,Business,693.6812734680981,44,3.925522941286455,0
CUST100152,253101.52730640103,176669.0446135151,Business,688.7163616337677,48,15.30289898255325,0
CUST100153,691584.7924923083,539907.9413405186,Home,650.5214459983126,51,57.21445063054238,0
CUST100154,259773.87601614,85441.71483636528,Other,720.2893128481531,36,50.32741183721614,1
CUST100155,945523.4899501166,578998.7023031228,Car,596.2089355719799,34,10.130198166408901,0
CUST100156,,261601.7366916366,Home,706.98851946349,37,15.557999802129133,0
CUST100157,429238.3811945424,371882.19796596456,Car,563.710122266474,52,15.128494611148147,0
CUST100158,444113.0009267602,56286.374537495634,Home,690.8519192852107,50,19.45940201408063,0
CUST100159,428995.44280008826,241882.33449796162,Other,623.7701362826434,39,17.603381833643887,1
CUST100160,,92965.52280699131,Home,545.1131150104648,38,24.143220326869194,0
CUST100161,290760.4413491612,194744.41309099676,Car,670.5314253715499,33,46.464325916354184,0
CUST100162,311728.31434356706,75036.81668196614,Business,647.2458805479416,55,21.500819453967047,0
CUST100163,190617.46659179652,54956.27550812226,Car,526.5819592414297,45,43.09981438712268,1
CUST100164,96179.77028340823,47656.753861303405,Education,480.90675659522157,47,15.648107949933966,1
CUST100165,702529.2845892486,584411.6028097632,Education,637.8188933266005,32,45.12145619622177,0
CUST100166,398058.8199122643,107225.7004997762,Education,779.4580768561461,43,31.560439015553293,0
CUST100167,363569.8850182536,78310.05081617687,Education,675.6812006564728,39,8.449791773357745,0
CUST100168,460040.3461840079,325332.0061958167,Other,596.5357410628444,46,8.11410976090667,0
CUST100169,220347.58869090164,110283.00431016901,Business,736.5495612550285,42,7.409267925674714,0
CUST100170,198662.49760895106,164776.25592763178,Business,722.5778894299647,40,30.145493306989863,0
CUST100171,305525.7016349682,66388.1825204256,Car,751.7263262391509,41,18.69679160827868,0
CUST100172,823121.4915018678,507653.85371641314,Home,704.7118211474166,48,14.439196442417987,0
CUST100173,179648.12991834944,51433.85547435939,Car,720.8721858488966,43,19.833461769243225,1
CUST100174,74888.88689361495,16880.579897911266,Car,708.4886824810051,39,31.34892011942035,0
CUST100175,264913.6876435257,171331.21405504906,Car,611.7996042066858,56,27.82359765415473,0
CUST100176,719002.3820782152,2975348.809741514,Car,519.0175408477123,50,26.476000909693138,1
CUST100177,128088.09974286855,90156.34179458304,Business,608.3091683365559,42,44.398277110987465,1
CUST100178,178408.26699389552,62009.372269973,Home,738.3949581601083,47,57.97696318539914,0
CUST100179,424271.15416287654,194476.2767647095,Car,619.5191331124342,46,45.83543606443137,0
CUST100180,1692884.1353326144,3760601.2483611824,Business,638.3632759114115,51,20.894573545170243,0
CUST100181,160343.3927160257,142268.1339823914,Car,556.7372053482844,45,16.064341207399497,1
CUST100182,156661.0048514807,52293.31266881961,Education,605.9128342272621,52,3.8352736549444146,0
CUST100183,443839.8247697424,149065.28760251694,Car,649.272866657326,44,37.331098025968274,1
CUST100184,746241.5825767772,286287.05142249505,Car,689.4049742287002,36,8.012598877189273,0
CUST100185,249082.8304660998,137412.8365123704,Other,613.3071226259467,52,62.82231117259841,1
CUST100186,136921.5627703369,259901.4691208534,Education,607.717005950584,31,21.475397300058006,0
CUST100187,469887.94601708767,391055.7626776445,Home,717.3740452119094,43,47.407580973304384,0
CUST100188,523820.7572046513,163719.36673373848,Car,676.021322115058,41,19.23948096249772,0
CUST100189,,859968.9553170193,Home,685.8937972153719,35,57.16028492785667,0
CUST100190,537222.8442513791,98193.61882618647,Education,772.2656468854697,49,5.14715838656743,0
CUST100191,,372218.451295929,Car,609.5940489271715,41,19.947710937190468,0
CUST100192,309499.85842621187,255519.49748362982,Other,646.0784663614692,43,64.48069023855093,0
CUST100193,1567359.0156916408,368328.6645022571,Business,694.0927819538517,48,19.670185371515295,1
CUST100194,285248.15327539865,249495.59703561437,Other,580.279411067359,46,51.94704418009706,1
CUST100195,250909.28216661964,115997.039310312,Other,668.3239790601696,44,6.089262238016654,0
CUST100196,1072720.9806356323,918862.8488865945,Business,651.7757197807281,46,22.40230995504295,0
CUST100197,149560.70346783847,95936.6158239382,Business,872.1839529255299,47,44.869476349053066,0
CUST100198,119557.77057176192,366807.9325692908,Business,657.9895601332058,48,24.944357401059328,1
CUST100199,389155.44906104106,97538.70782085966,Car,742.5551812451465,42,20.26193449050536,0
CUST100200,361840.2467325775,124106.87592719439,Home,716.3954571077475,46,40.90741793718416,0
CUST100201,315927.23942420405,55102.11060381905,Home,557.475071748721,52,16.807364763359505,1
CUST100202,657603.7690773479,141446.87044122815,Business,526.094092963144,46,17.34150352604607,0
CUST100203,210044.83578034476,38591.191582254636,Other,669.7611684293036,40,20.183875997383982,0
CUST100204,,165012.03743115143,Education,750.5867729717563,39,6.801910871399763,0
CUST100205,291832.8332414946,214923.99661128488,Business,673.0331855650539,48,16.333105413027052,0
CUST100206,212196.68859686574,45220.56648109684,Other,656.3081443213739,46,22.29338646252875,1
CUST100207,349023.99402998685,71290.36587462002,Other,627.27306776406,50,28.052130198707374,0
CUST100208,604137.7307573642,371389.5374477323,Car,544.0831002722877,40,30.48761513003203,1
CUST100209,1292825.734098591,333221.16014155076,Car,573.1583425928791,44,17.053765929561433,0
CUST100210,512805.2332280252,91324.47400910482,Home,520.2149048928242,40,16.309471593943204,0
CUST100211,80297.92019464386,18747.867073337402,Home,561.7562720709399,32,40.240098252487805,0
CUST100212,354022.5705626649,297019.6676784544,Education,607.919341005652,48,24.593415697518044,0
CUST100213,373204.451028578,282581.827445335,Education,900.0,44,13.077495818089307,0
CUST100214,635219.1940222525,243448.80414706082,Education,614.3946191363522,53,14.018688732087615,0
CUST100215,404693.86909635493,252794.70192040587,Education,670.4500628439774,41,55.69882881799132,0
CUST100216,768236.8402886881,407027.6567510367,Other,660.8183368941345,41,26.4298840651378,0
CUST100217,458173.113781293,294009.41715146607,Other,689.9239068386379,42,5.36267174611242,0
CUST100218,922902.470094456,596321.3613055332,Home,567.2148054786193,48,15.161606609638312,1
CUST100219,278382.8066940991,167861.27249057055,Car,734.7354972098839,41,31.3335511998394,0
CUST100220,394986.1896568601,123583.71146250793,Car,537.4258412037126,52,24.115200792399,1
CUST100221,594802.6335814486,78041.16079519312,Business,614.1749438090715,41,22.10401296982933,0
CUST100222,256962.01665142406,119346.8888808048,Other,648.3275673778737,37,64.0288755869414,0
CUST100223,225481.2574053177,183266.45520882015,Education,710.8115878519798,50,53.29199632702705,1
CUST100224,248298.94936837957,137954.35170350585,Education,760.3447468440603,36,48.2071475245926,0
CUST100225,231068.76512919477,176978.53260145063,Business,711.4425216102712,48,27.005806771377532,0
CUST100226,495606.30594948644,442724.85259862937,Car,763.2733085964687,51,22.559623946383418,0
CUST100227,120465.07817320866,27814.53887485776,Education,583.6659256394156,52,5.886373095536715,0
CUST100228,142403.23340660147,93049.4214304229,Car,745.2296384056967,42,1.1621066061526442,0
CUST100229,1107535.5673941823,708196.8493299044,Business,731.492538393064,44,16.569860917992965,0
CUST100230,,207233.90934665728,Car,458.29799543794695,47,36.81477465970865,1
CUST100231,408402.6731625249,362857.84685006866,Car,632.3628604884578,56,22.05417554366083,1
CUST100232,148228.7769226465,96251.30229611152,Car,698.1629938705426,45,14.71712492024719,0
CUST100233,383262.1737231574,113020.88515328421,Education,608.7668907643649,51,53.78740837704999,1
CUST100234,235295.15867599953,173846.57398326803,Home,563.1339862163011,35,24.718727008172554,0
CUST100235,141796.22930788016,26320.685056557806,Other,819.13401743535,53,40.71172969279934,0
CUST100236,807866.6304370522,585347.3960402532,Car,658.8832120776725,50,8.569508161056715,0
CUST100237,736407.8853364364,609861.2709518969,Car,661.0724347323248,63,7.644384669710735,1
CUST100238,339621.52865727484,137976.92306757547,Car,545.2804708099948,48,18.949449660211872,0
CUST100239,659773.2006757931,398838.3336916673,Home,601.0111203363009,36,36.051572949978656,1
CUST100240,1134809.7941827122,503985.12764226244,Business,,65,20.796982899091216,1
CUST100241,,256378.19603839508,Education,736.3180184111443,34,30.901322815502336,0
CUST100242,483017.3453588658,168233.35288282664,Home,690.3706896740841,40,49.93504490629262,0
CUST100243,408141.74933542305,289659.70814229234,Car,604.3549045754777,39,26.789689901443136,1
CUST100244,534826.8982849799,454036.61627670715,Home,694.8400190932972,32,62.41790559056395,0
CUST100245,291165.86421770335,248248.21597580943,Home,629.7183883407138,36,11.616883848186681,0
CUST100246,306820.59618386166,73583.25804007302,Home,,49,14.025955252579594,1
CUST100247,474745.82053444814,379699.29542424827,Business,668.3811109748565,43,30.06278449379155,1
CUST100248,272578.2691014467,188064.05561829655,Other,683.621376838368,43,46.77010627258008,0
CUST100249,290837.5655513918,87911.44783282361,Education,673.9721538717397,50,54.483939060833194,1
CUST100250,,55725.3144913381,Business,683.6839720931927,41,16.95021286413007,0
CUST100251,722421.8524038276,227127.850825803,Business,750.4646648388459,44,49.30118201861229,0
CUST100252,183579.25266407093,152327.93037229695,Other,701.245020245882,42,12.96672300262863,0
CUST100253,571207.0895588533,346461.6274022417,Business,623.0478589819232,44,61.127511598690454,1
CUST100254,582496.1457617534,394258.8632614221,Home,642.163780321186,36,7.513625844775744,0
CUST100255,580408.361062289,177443.5358266646,Home,748.4136470397654,40,52.79153860303505,1
CUST100256,223228.71929184202,150793.34924333423,Car,658.9937963958572,43,23.00710891092169,0
CUST100257,131188.56972434968,16070.23312211108,Business,620.078526611432,48,40.681830699606074,0
CUST100258,,202839.85127208813,Car,599.5089326295971,41,5.960642567088218,0
CUST100259,405356.9316385203,243782.744571282,Education,671.8430486532998,35,23.29672531061557,0
CUST100260,661738.6582107717,143516.06202148943,Home,581.6114557963539,48,35.62154375217292,0
CUST100261,237917.17864247892,180437.06862031994,Education,752.7836339067445,49,40.049537806828454,0
CUST100262,571529.2978622393,164614.74833472475,Other,566.9745316994336,47,14.223032787683504,1
CUST100263,681906.1158677639,424026.19566351984,Home,,40,11.037009515930436,0
CUST100264,342084.8782842655,145097.93998763766,Education,627.181574730204,40,9.318051012218161,0
CUST100265,465169.76406760357,268326.143352635,Other,563.8610117097876,49,9.242755484957128,0
CUST100266,455513.1544980587,84707.42759424877,Education,665.1340590852301,47,4.732393276227454,0
CUST100267,221265.4260240305,25120.316906333956,Other,573.7568673428568,49,35.499729695737365,0
CUST100268,498150.7202744912,412295.2117358908,Other,652.7497408824208,44,27.928252352199674,0
CUST100269,958858.7024076653,302715.5345101012,Home,603.7965174720534,52,21.58417920050538,0
CUST100270,367075.328493525,277414.0968927325,Car,725.6058614295273,54,10.442238054512371,0
CUST100271,150760.08886218164,135605.72096912764,Other,660.9399687950106,42,48.514850704396835,1
CUST100272,239824.834944205,64547.65673572811,Other,554.9199334340371,35,24.990862756767037,1
CUST100273,124535.03123490371,38871.94035217178,Home,602.2370767659196,48,34.28874686919746,0
CUST100274,785563.5815321227,495131.1652155405,Car,706.3957799674504,49,26.005654045576026,0
CUST100275,572898.1194016543,499772.77765343816,Business,752.967368303238,50,31.022902494819515,0
CUST100276,268116.9210690093,223247.95075308002,Business,646.3780154025853,52,14.667598486572949,0
CUST100277,154687.78076943572,77699.7366387205,Car,566.4482750504877,40,22.305852195168487,1
CUST100278,219701.04724248865,161719.35411976284,Education,734.3229048680711,44,39.21618724405164,0
CUST100279,,51517.72387205163,Home,706.04509399147,42,22.727060832244085,0
CUST100280,386792.8507839442,341132.1664650759,Car,754.523166744204,44,29.005321750906614,0
CUST100281,379062.2072874902,330346.11312755756,Business,673.2167294737045,37,28.113105715697795,0
CUST100282,810056.4254114712,187109.39802590437,Other,608.3522467362486,41,7.9979692586507625,0
CUST100283,,81160.10994155782,Business,691.3510788316464,49,13.650102122603124,0
CUST100284,146544.920848002,26396.257030529,Other,676.1063378753265,48,30.66270376286033,0
CUST100285,180920.48691478462,57419.472928258314,Home,604.0101046523172,43,2.94096483877585,0
CUST100286,357247.8534841088,268923.5487936222,Other,665.8910867077925,37,38.8104622727728,0
CUST100287,233933.73251035172,94193.99889190646,Car,634.3979288942363,46,44.804872951259185,1
CUST100288,304003.6152818601,51898.7596022391,Other,709.4830275986944,51,62.65985388141642,1
CUST100289,,103103.96066722283,Education,689.3605528252348,35,47.01748167185035,0
CUST100290,656148.9317221872,580761.794270118,Car,565.8726885375048,40,2.4534001567076538,1
CUST100291,254694.6327066701,153771.08888343358,Home,557.8061936511208,46,23.430737725238025,1
CUST100292,288830.3451835739,125042.96236028806,Car,642.8151061141157,48,27.91655795569225,0
CUST100293,557027.644476705,129916.0091580995,Education,652.6255428303452,46,33.29369853800568,0
CUST100294,258076.3765878415,229414.78527316678,Home,710.8781419273462,50,10.867630285474046,0
CUST100295,466926.6344702766,353313.6756898225,Business,691.0643128449511,36,34.38618762318461,0
CUST100296,441923.0969906271,143705.3666844049,Education,766.6948514570194,35,6.738439557942118,0
CUST100297,394375.7899729725,61544.29677923319,Home,612.6245228579656,41,24.59223835291552,1
CUST100298,183388.50697036122,26646.43183610404,Other,,54,4.604472454394056,0
CUST100299,757564.9344312293,148711.90539281289,Car,573.2148795483965,45,23.018752042352535,0
CUST100300,1372864.8941110505,775139.9294485752,Home,709.9525691820064,47,15.41161047001901,0
CUST100301,364141.1633936481,306974.9105115511,Car,651.7401747212768,57,16.319606786401227,0
CUST100302,193336.42323519307,96164.52043253186,Other,501.7117186430683,43,31.77196295201088,0
CUST100303,368597.8992724451,285426.1371548861,Home,666.1732302166314,43,61.920428805106596,1
CUST100304,656000.0107750456,299601.30302349065,Business,671.2776134253656,43,26.799136310058646,0
CUST100305,250418.14873885323,166995.55868027834,Education,638.4522445801725,45,5.74340027451272,0
CUST100306,335259.6179190862,229819.861206363,Home,673.7323882366734,49,23.03541732136323,0
CUST100307,,106278.23924847342,Other,552.3811440619423,42,19.481315627922633,0
CUST100308,745513.64138566,289984.5637017938,Home,781.2825467280022,46,15.151182180604952,0
CUST100309,576801.9466460369,351757.8942588833,Car,680.4207540860739,38,16.700827681697707,0
CUST100310,591324.8350685727,92576.21164647954,Home,508.1040893537102,36,15.46641988485388,1
CUST100311,280474.7174442928,109169.77735048674,Business,649.5282320535913,42,47.00140325678404,0
CUST100312,,243333.5689374708,Home,682.5376159721692,42,27.27966133290346,0
CUST100313,234878.11610944645,210680.8773296751,Education,560.9654340061561,46,8.633183144416854,1
CUST100314,601580.51347692,288534.16675924405,Home,692.6904223210751,42,50.886751922458814,1
CUST100315,722687.2135267683,544071.7484555898,Car,784.4740498406932,35,22.53769522786923,0
